ID_1,attn_dict_common
148,"{'korea': [0.563414693, 0.393892914, 0.248677552], 'south': [0.17558160399999997, 0.19782431399999997, 0.09352409099999999], 'visit': [0.251277089, 0.7383086090000001, 0.081851855], 'peace': [0.052737217, 0.340720385, 0.45461782799999995], 'jaein': [0.200541496, 0.0, 0.0], 'moon': [0.017625934, 0.7777599690000001, 0.06428355]}"
149,"{'saudi': [0.38553634299999995, 0.064023815, 0.06869033], 'arabia': [0.7748070359999999, 0.06625881, 0.064407595], 'prince': [0.616594315, 0.0, 0.0], 'crown': [0.648455083, 0.0, 0.0], 'india': [0.771574795, 0.5156926510000001, 0.44545593899999997], 'salman': [0.46906670899999997, 0.0, 0.0]}"
150,"{'korea': [0.318628103, 0.393892914, 0.248677552], 'south': [0.35891610399999996, 0.19782431399999997, 0.09352409099999999], 'visit': [0.028833037000000002, 0.7383086090000001, 0.081851855], 'india': [0.50805217, 0.6972050670000001, 0.407616705], 'jaein': [0.193859473, 0.0, 0.0], 'moon': [0.014409615, 0.7777599690000001, 0.06428355], 'republic': [0.0, 0.0, 0.023866763]}"
151,"{'saudi': [0.392433971, 0.35733166299999997, 0.284317166], 'prince': [0.24288690100000002, 0.170536861, 0.26652410600000004], 'crown': [0.201405063, 0.437009305, 0.195863724], 'arabia': [0.163409591, 0.027930161000000002, 0.418994308], 'bin': [0.332659245, 0.236041293, 0.118211612], 'salman': [0.049423061, 0.03472488, 0.089305244]}"
152,"{'ravidas': [0.22737970899999999, 0.60227412, 0.73766917], 'sant': [0.342042774, 0.5218225120000001, 0.34571093299999994], 'birth': [0.255147725, 0.0, 0.607524455]}"
153,"{'dhillon': [0.148185849, 0.16021107099999998, 0.532757163], 'pulwama': [0.360367239, 0.156059995, 0.21343581399999997], 'eliminated': [0.45528245, 0.18640184399999998, 0.34841185799999996], 'attack': [0.14989312, 0.07901457, 0.133755133], 'army': [0.39801180399999997, 0.105863579, 0.216747627]}"
154,"{'sena': [0.638201356, 0.614199877, 0.20302189899999998], 'shiv': [0.248885408, 0.520797849, 0.069921836], 'thackeray': [0.319111615, 0.0, 0.075890563], 'party': [0.028062509, 0.008102935, 0.01438533], 'bjp': [0.357310623, 0.5084642770000001, 0.11914204099999999], 'uddhav': [0.140828013, 0.0, 0.18895807899999997]}"
155,"{'pm': [0.56561178, 0.7711007, 0.47993409600000003]}"
157,"{'pulwama': [0.8232243659999999, 0.280261159, 0.35296598100000004], 'encounter': [0.42139273899999996, 0.17689225100000003, 0.256895632], 'killed': [0.266880333, 0.138703316, 0.0], 'jadhav': [0.907802999, 0.378688604, 0.276806742]}"
158,"{'kulbhushan': [0.501120806, 0.13111804400000002, 0.154845595], 'vienna': [0.460330784, 0.19374387, 0.23084580899999999], 'pakistan': [0.502257288, 0.158912942, 0.292612642], 'consular': [0.636707723, 0.088273369, 0.15756668199999999], 'jadhavs': [0.35168850399999996, 0.18460159, 0.327159375], 'convention': [0.08727631, 0.04308721099999999, 0.09548967300000001], 'access': [0.43788775799999996, 0.9999997620000001, 0.105118744], 'hague': [0.0, 0.0, 0.9999998809999999]}"
160,"{'vande': [0.034781426000000004, 0.722099185, 0.40869471399999996], 'run': [0.22827138, 0.059695128, 0.271391213], 'varanasi': [0.09152691800000001, 0.093747944, 0.246982783], 'express': [0.031654175, 0.461072534, 0.179455385], 'bharat': [0.023435159, 0.33953729299999996, 0.147199094]}"
163,"{'separatist': [0.27403852300000003, 0.163479596, 0.27167147399999997], 'security': [0.256287992, 0.10061045699999999, 0.12197248599999999], 'cover': [0.082097106, 0.170542926, 0.0], 'qureshi': [0.18395717399999997, 0.10414324, 0.0], 'pulwama': [0.408065289, 0.43303713200000005, 0.367544353], 'farooq': [0.107358396, 0.165782556, 0.181527913], 'attack': [0.13925580699999998, 0.26305753, 0.20877389600000001]}"
164,"{'project': [0.29695224800000003, 0.39728847100000003, 0.7086561920000001], 'patna': [0.342369288, 0.19900985100000002, 0.32174468], 'laid': [0.142327234, 0.049410552, 0.223603964], 'stone': [0.156915486, 0.0, 0.112261586], 'foundation': [0.111846641, 0.0, 0.114755526], 'gas': [0.077760272, 0.125777245, 0.24898099899999998], 'modi': [0.0588121, 0.068214715, 0.18394269], 'bihar': [0.33313641, 0.129626557, 0.6071794629999999], 'metro': [0.651443481, 0.534691453, 0.467337281]}"
165,"{'crpf': [0.58274287, 0.267998993, 0.578981161], 'bharat': [0.495044142, 0.6179846529999999, 0.048669428]}"
166,"{'crpf': [0.39185786200000006, 0.408792913, 0.109933376], 'attack': [0.158707932, 0.068582684, 0.116362475], 'pulwama': [0.619964659, 0.39904093700000004, 0.728384435]}"
167,"{'pulwama': [0.160828695, 0.39904093700000004, 0.402169228], 'attack': [0.17348048100000002, 0.068582684, 0.200559244], 'minister': [0.493812591, 0.29527533100000003, 0.31253162]}"
168,"{'modi': [0.15706487, 0.033290394, 0.24718079], 'crpf': [0.222880319, 0.303034961, 0.159092814], 'pulwama': [0.22062704, 0.38003209200000004, 0.14588283], 'attack': [0.141434878, 0.088227957, 0.159291878]}"
169,"{'pulwama': [0.287512869, 0.39904093700000004, 0.14588283], 'attack': [0.090054944, 0.068582684, 0.159291878]}"
171,"{'crpf': [0.204950303, 0.408792913, 0.159092814]}"
172,"{'pakistan': [0.080000475, 0.440861017, 0.13077461699999998]}"
173,"{'visit': [0.523130536, 0.20826818, 0.138129592]}"
174,"{'pulwama': [0.28771764, 0.38730353100000003, 0.465869218], 'attack': [0.189974397, 0.306102931, 0.132830545]}"
175,"{'attack': [0.259480208, 0.271107644, 0.253002673], 'kashmir': [0.61890763, 0.25336647, 0.21584487], 'jammu': [0.14306578, 0.0, 0.034937441]}"
176,"{'attack': [0.610023797, 0.044493008, 0.23743803800000002], 'pulwama': [0.433402568, 0.212256163, 0.17875237800000002], 'crpf': [0.210872084, 0.119855724, 0.071228921], 'convoy': [0.335418105, 0.349464834, 0.188243479], 'personnel': [0.576766193, 0.209109291, 0.431697071], 'vain': [0.3214975, 0.0, 0.0], 'security': [0.321778566, 0.050644117999999995, 0.059091974000000005]}"
177,"{'terrorist': [0.082250617, 0.0, 0.097581059], 'attack': [0.030702081000000003, 0.132683501, 0.084590144]}"
178,"{'uttarakhand': [0.22033207100000002, 0.048075065, 0.0], 'weather': [0.305760801, 0.7288436890000001, 0.055028323], 'personnel': [0.261246264, 0.425209075, 0.0], 'attack': [0.025876252000000002, 0.132683501, 0.200559244], 'shoulder': [0.06749177, 0.128512904, 0.162509799], 'crpf': [0.12617041199999998, 0.013075761000000002, 0.051244974000000006], 'pulwama': [0.348049819, 0.299850285, 0.402169228], 'vain': [0.208257928, 0.24095933100000003, 0.13735278], 'sacrifice': [0.0, 0.32991993399999997, 0.089915745], 'rajnath': [0.070833571, 0.074876197, 0.028249325]}"
180,"{'cag': [0.14483504, 0.125746503, 0.152365237], 'rafale': [0.44862219700000006, 0.146691293, 0.343215138], 'report': [0.844331145, 0.40676432799999995, 0.162159979], 'deal': [0.564628959, 0.084402375, 0.308356494]}"
181,"{'vadra': [0.078994825, 0.37074244, 0.18415370600000003], 'bikaner': [0.132495955, 0.40758967399999996, 0.630262136], 'ed': [0.19171668600000003, 0.127039194, 0.179834217], 'appeared': [0.063106224, 0.078345291, 0.0460249], 'jaipur': [0.08121679700000001, 0.531886041, 0.505814731], 'land': [0.065540254, 0.582403064, 0.625704885], 'robert': [0.007997480999999999, 0.056175700999999995, 0.12410797900000001], 'maureen': [0.176331297, 0.043115225, 0.045341197], 'mother': [0.020749873999999998, 0.092555426, 0.09616392900000001]}"
182,"{'fire': [0.653226078, 0.287250698, 0.41981208299999995], 'hotel': [0.49390512700000005, 0.41910690100000003, 0.583375216], 'karol': [0.410388529, 0.274916738, 0.529406488], 'bagh': [0.36512398700000004, 0.433630764, 0.379333407], 'arpit': [0.065208845, 0.10451556, 0.16818195600000002], 'palace': [0.119300015, 0.631235719, 0.237577155]}"
183,"{'injured': [0.302261472, 0.187505111, 0.027806919], 'portrait': [0.372366011, 0.382348299, 0.558209717], 'vajpayee': [0.40698105100000004, 0.514680088, 0.30434978], 'atal': [0.35211870100000003, 0.0, 0.13577835300000002], 'lifesize': [0.25584760300000003, 0.0, 0.17538736800000002], 'prime': [0.8995303509999999, 0.733477235, 0.827646852], 'bihari': [0.23472411899999998, 0.28220427, 0.080672078], 'parliament': [0.19841128600000002, 0.11968644, 0.152142495], 'minister': [0.651532054, 0.391340733, 0.211186305]}"
184,"{'jammu': [0.18188424399999997, 0.039078157, 0.315214157], 'srinagar': [0.333081782, 0.129279599, 0.27914595600000003]}"
185,"{'price': [0.094530135, 0.114836551, 0.254803389]}"
186,"{'bill': [0.166021094, 0.1770408, 0.171674788]}"
188,"{'electoral': [0.164596617, 0.22286890399999998, 0.071646787], 'roll': [0.248626903, 0.414581329, 0.07646998], 'complaint': [0.077974722, 0.09001416699999999, 0.073104896], 'call': [0.188268855, 0.088242576, 0.10464397800000001], 'police': [0.27267471, 0.12365563199999999, 0.034845635], 'misleading': [0.0, 0.250659645, 0.0], 'delhi': [0.10405958400000001, 0.269841313, 0.065963745], 'name': [0.08686398, 0.35932013399999996, 0.076538011]}"
189,"{'falsehood': [0.09940755400000001, 0.031112021, 0.115810797], 'rafale': [0.063406713, 0.378432751, 0.045441616], 'jaitley': [0.286079407, 0.168355972, 0.983193755]}"
190,"{'vrindavan': [0.32144931, 0.526434004, 0.449362755], 'meal': [0.426868051, 0.553786993, 0.410323471], 'akshaya': [0.106776088, 0.071976133, 0.13539288900000002], 'patra': [0.927021801, 0.051861405, 0.985868156], 'billionth': [0.075766437, 0.054844417, 0.085735276], 'midday': [0.024363555, 0.0, 0.0], 'food': [0.1830322, 0.296199471, 0.29877325899999996], 'underprivileged': [0.0, 0.146511838, 0.254148692]}"
192,"{'akshaya': [0.093327992, 0.071976133, 0.13539288900000002], 'patra': [0.069704272, 0.051861405, 0.985868156], 'billionth': [0.055912292999999995, 0.054844417, 0.085735276], 'vrindavan': [0.23406598, 0.526434004, 0.449362755], 'serving': [0.068756588, 0.116977289, 0.243803114], 'midday': [0.033633996, 0.0, 0.0], 'food': [0.072627105, 0.296199471, 0.29877325899999996]}"
194,"{'guntur': [0.343273759, 0.35003063100000004, 0.551485837], 'andhra': [0.26398530600000003, 0.188088804, 0.148994595], 'pradesh': [0.077204689, 0.052203413, 0.057027262], 'modi': [0.08700154, 0.016099023, 0.12103884699999999]}"
195,"{'cbi': [0.434784681, 0.171656504, 0.41178003], 'saradha': [0.096414968, 0.113156445, 0.258115798], 'kolkata': [0.490305066, 0.09931719300000001, 0.0], 'scam': [0.44680464299999995, 0.08048927, 0.08177174599999999], 'chit': [0.054172717, 0.103581831, 0.20474191], 'kumar': [0.26787763800000003, 0.025970042000000002, 0.497492671], 'shillong': [0.033530079, 0.270920515, 0.288711816], 'fund': [0.48162946100000004, 0.078803971, 0.832248688], 'rajeev': [0.05770126, 0.070267282, 0.233067513]}"
196,"{'assam': [0.583271325, 0.11484129, 0.34283980700000005]}"
197,"{'arunachal': [0.5283790829999999, 0.22474560100000002, 0.371238768]}"
198,"{'prime': [0.763249993, 0.594068587, 0.7036271690000001], 'minister': [0.17574133, 0.244765863, 0.465966791]}"
200,"{'drg': [0.11993131, 0.277456194, 0.01433282], 'force': [0.119712673, 0.104280852, 0.049576092999999995], 'stf': [0.24656710000000004, 0.251056045, 0.11986172199999999], 'bijapur': [0.20591507899999997, 0.124176934, 0.12457681400000001], 'encounter': [0.184952557, 0.060357269000000005, 0.100650772], '10': [0.097595356, 0.137525797, 0.08851089300000001], 'security': [0.13385750400000002, 0.154585376, 0.060189944]}"
201,"{'vadra': [0.32806441199999997, 0.364671409, 0.079824589], 'robert': [0.152736083, 0.154314667, 0.157152355], 'property': [0.46127769399999996, 0.424100935, 0.113350675], 'london': [0.218119934, 0.105891056, 0.08414339300000001]}"
203,"{'review': [0.164446205, 0.667918861, 0.248921007], 'petition': [0.08396640400000001, 0.06617793400000001, 0.42265486700000005], 'sabarimala': [0.170831963, 0.25846409800000003, 0.198711589], 'verdict': [0.271068722, 0.261891812, 0.402561605], 'woman': [0.141818106, 0.105510533, 0.21398003399999999], 'shrine': [0.011049261999999999, 0.163999692, 0.120745763]}"
204,"{'till': [0.081628039, 0.129196137, 0.40081134399999996]}"
205,"{'vadra': [0.108669445, 0.364671409, 0.213584498], 'robert': [0.007379152, 0.154314667, 0.19732137], 'priyanka': [0.138794199, 0.11773686900000001, 0.22464545100000002]}"
207,"{'mamata': [0.085877299, 0.44314500700000004, 0.39915061], 'bengal': [0.682037055, 0.402460754, 0.289080054], 'adityanath': [0.36311435700000005, 0.281120777, 0.197829455], 'banerjee': [0.104170449, 0.0, 0.48403427], 'purulia': [0.037097342, 0.141080365, 0.045415994], 'yogi': [0.661193609, 0.472705603, 0.6520133610000001], 'jharkhand': [0.06465891, 0.7903355959999999, 0.041968122000000004]}"
208,"{'kolkata': [0.0, 0.895049572, 0.578134179], 'chit': [0.0, 0.046107247000000004, 0.048745122], 'cbi': [0.0, 0.21353456399999998, 0.354608417]}"
209,"{'kolkata': [0.39818424, 0.376256317, 0.336001664], 'police': [0.273977906, 0.20140603199999998, 0.102176666], 'rajeev': [0.276180357, 0.404445648, 0.067268528], 'cbi': [0.584873915, 0.7837286, 0.135092378], 'bengal': [0.337476373, 0.25403836399999996, 0.419575155], 'kumar': [0.28196451100000003, 0.40474385, 0.12119945900000001]}"
211,"{'mallyas': [0.79163146, 0.276541412, 0.0], 'extradition': [0.9997176529999999, 0.9999998809999999, 0.137296468], 'mallya': [0.999391079, 0.173482776, 0.262496829], 'uk': [0.498588979, 0.0, 0.0], 'court': [0.64203912, 0.568857074, 0.43112164700000005]}"
212,"{'shukla': [0.303931206, 0.359107286, 0.35833451200000005], 'rishi': [0.162560225, 0.0, 0.34271228299999995], 'kumar': [0.387789935, 0.0, 0.511179507], 'cbi': [0.588176429, 0.249896631, 0.43253389], 'director': [0.202488169, 0.278421193, 0.22319665600000002], 'chief': [0.32975927, 0.055548664000000005, 0.265487045], '1983batch': [0.10739804800000001, 0.0, 0.18033526800000002], 'police': [0.153811052, 0.276296198, 0.281184524]}"
214,"{'leh': [0.624649286, 0.289677083, 0.246788129], 'project': [0.19492451800000002, 0.220953092, 0.089405932], 'stone': [0.20146793100000002, 0.37655085299999996, 0.142313614], 'foundation': [0.295719057, 0.30556923199999997, 0.216475382], 'ladakh': [0.061339847999999995, 0.0, 0.430573821], 'university': [0.048608925, 0.99926573, 0.17829275100000003]}"
215,"{'shukla': [0.126830503, 0.132251859, 0.611025274], 'rishi': [0.074543953, 0.10226930699999999, 0.16542919], 'bureau': [0.077120669, 0.17846393600000002, 0.23667830199999998], 'kumar': [0.21961545899999999, 0.293693185, 0.12748885199999999], 'director': [0.0, 0.0, 0.155969366]}"
216,"{'shukla': [0.35978987799999995, 0.132251859, 0.611025274], 'rishi': [0.190414622, 0.10226930699999999, 0.16542919], 'kumar': [0.09743087, 0.293693185, 0.12748885199999999], 'director': [0.036843296, 0.0, 0.155969366], 'bureau': [0.368425578, 0.17846393600000002, 0.23667830199999998]}"
218,"{'budget': [0.756794214, 0.135917932, 0.5599297879999999], 'interim': [0.0, 0.130740255, 0.0]}"
219,"{'budget': [0.31850701600000003, 0.9975671770000001, 0.5599297879999999], 'union': [0.21913640199999998, 0.410621434, 0.739768386]}"
220,"{'budget': [0.6059967279999999, 0.7312547559999999, 0.470645785], 'tax': [0.528540194, 0.14978118199999998, 0.11789269]}"
223,"{'saxena': [0.39281565, 0.16195254, 0.5180970429999999], 'chopper': [0.673211575, 0.0, 0.874281228], 'agustawestland': [0.198595822, 0.0, 0.073003113], 'case': [0.340302736, 0.0, 0.319238394], 'money': [0.260978192, 0.155884385, 0.09667074699999999], 'ed': [0.0, 0.247644797, 0.594998181], 'remand': [0.073511288, 0.0, 0.106897354]}"
224,"{'jind': [0.08412274, 0.40880891700000005, 0.116960794], 'ramgarh': [0.170476317, 0.10995215900000001, 0.47998756200000003], 'bypoll': [0.18668285, 0.227959752, 0.154339254], 'assembly': [0.05286539, 0.155951217, 0.14983891], 'congress': [0.240748942, 0.403780371, 0.165820032], 'bjp': [0.227026671, 0.40649810399999997, 0.274544358]}"
225,"{'fernandes': [0.371422201, 0.24762155100000002, 0.458141625], 'george': [0.08721502099999999, 0.0, 0.147597075]}"
226,"{'foreign': [0.479512334, 0.789398015, 0.727811992], 'pakistan': [0.531147182, 0.283526808, 0.198535427], 'hurriyat': [0.039951146, 0.384210855, 0.229016423], 'mirwaiz': [0.11524186300000001, 0.17144599600000002, 0.397403002], 'farooq': [0.257733077, 0.0, 0.192217693]}"
228,"{'saxena': [0.446409702, 0.083115131, 0.164216399], 'lobbyist': [0.062982291, 0.0, 0.0], 'talwar': [0.14555262, 0.07779035, 0.013120314], 'dubai': [0.273550332, 0.569655418, 0.615747511], 'extradited': [0.5909588929999999, 0.999996305, 0.041174326000000004]}"
229,"{'pm': [0.731637359, 0.203748152, 0.5186218020000001], 'scheme': [0.129116386, 0.145538688, 0.151449531], 'saxena': [0.066664226, 0.083115131, 0.164216399]}"
230,"{'rajiv': [0.139966711, 0.35181209399999996, 0.06460049], 'talwar': [0.026677055, 0.07779035, 0.013120314], 'extradited': [0.103515878, 0.999996305, 0.041174326000000004], 'agustawestland': [0.283732086, 0.262025654, 0.0], 'deepak': [0.04975399, 0.0, 0.112371154], 'lobbyist': [0.144794688, 0.0, 0.0], 'dubai': [0.9999998809999999, 0.569655418, 0.615747511], 'michel': [0.163275316, 0.18805924100000002, 0.016106123]}"
231,"{'amendment': [0.117715813, 0.106850944, 0.169563398], 'stay': [0.129554272, 0.046816479, 0.047471106], 'act': [0.428332269, 0.498912781, 0.601386905], 'scst': [0.049262688, 0.222095475, 0.333900064], 'refused': [0.12353154300000001, 0.165896282, 0.0], 'court': [0.058820955, 0.06379348, 0.128207028], 'anticipatory': [0.020043498, 0.014493994, 0.119458295]}"
233,"{'bodo': [0.093956284, 0.101043485, 0.09474117300000001], 'basumatary': [0.195655763, 0.139601439, 0.135410041], 'ndfb': [0.16617012, 0.24267166899999998, 0.245153919], 'daimary': [0.110071376, 0.22282303899999997, 0.276408732], 'serial': [0.285973579, 0.065685719, 0.10230056900000001], '2008': [0.099038579, 0.16191989199999998, 0.07457583400000001], 'brahma': [0.19853152300000002, 0.247910827, 0.23465803300000002], 'blast': [0.7829605940000001, 0.8192055229999999, 0.588809848], 'life': [0.053354211, 0.217281505, 0.11600621800000001]}"
234,"{'surat': [0.36244782799999997, 0.40794843399999997, 0.442018181], 'pm': [0.588334799, 0.32565552, 0.309300095], 'airport': [0.491499215, 0.10085896400000001, 0.579868913]}"
236,"{'shah': [0.290446639, 0.364374101, 0.253681749], 'bengal': [0.514691889, 0.29826739399999996, 0.268358111], 'west': [0.205841348, 0.165892109, 0.301831216], 'rally': [0.283111364, 0.191823959, 0.231730834], 'amit': [0.5867249370000001, 0.0, 0.6667622329999999]}"
237,"{'court': [0.228134155, 0.053859863, 0.132590383]}"
239,"{'land': [0.181362405, 0.036357257999999996, 0.049330879], 'court': [0.20766416199999999, 0.053859863, 0.44174632399999997], 'centre': [0.205935284, 0.18901498600000002, 0.225949079]}"
240,"{'fernandes': [0.9999974970000001, 0.927064896, 0.465161294], 'george': [0.210477248, 0.238560915, 0.25640443], 'defence': [0.769006014, 0.8768630620000001, 0.935821772], 'minister': [0.263666391, 0.246389374, 0.36574623]}"
