,ID,dd_sentiment_np,ndtv_sentiment_np,tn_sentiment_np
622,651,"{'crime-free zones': 0.877609, 'BSF': -0.3963, 'KK Sharma': -0.739213, 'bilateral cooperation': -0.800792, 'agenda': 0.877609, 'Dhaka': 0.501673, 'meeting': -0.739213, 'Bangladeshi border forces': -0.36706683333333334, 'talks': 0.2146095, 'BGB': -0.3963, 'joint record': 0.4388045, 'Bangladesh': -0.739213}","{'vice president': 0.370265, 'strategy mirrors': 0.861554, 'Indian consumers': 0.13877633333333336, 'India': -0.020023000000000013, 'Facebook ads': -0.3518635, 'digital ad dollars': -0.19099399999999994, 'customers': 0.622076, 'Alphabet': 0.743448, 'Indian advertisers': 0.26906475, 'Google rival': 0.11583591666666665, 'country': -0.344525, 'Google': 0.11583591666666665, 'India workforce': -0.020023000000000013, 'user-friendly platform': 0.700807, 'language barriers': -0.689016, 'Sundar Pichai': 0.743448, 'Facebook': -0.4811145, 'Google search': 0.11583591666666665, 'Google officials': 0.11583591666666665, 'rural populations': 0.76443, 'better ad-buying tools': -0.308544, 'Bangalore offices': -0.719019, 'small ad-buying agency': 0.201101, 'Google services': 0.05945715384615383, 'revenue': -0.595758}","{'cold response': -0.355406, 'border dispute': 0.0, 'Chief': -0.136891, 'troubled economy': -0.878152, 'general elections': -0.22429700000000002, 'neighbours': 0.910573, 'good ties': 0.910573, 'Times': 0.434745, 'peace talks': -0.5607425, 'India': -0.008569000000000004, 'talks': -0.5607425, 'Minister Fawad Chaudhry': 0.7831509999999999, 'General Bipin Rawat': -0.22429700000000002, 'Congo': 0.0, 'General Qamar Javed': -0.22429700000000002, 'dollars': 0.655729, 'elections': -0.355406, 'International Monetary Fund': -0.11121150000000002, 'Pakistan': -0.4658198333333334, 'Islamabad': 0.655729, 'step': 0.0, 'isolation': -0.878152, 'peacekeeping mission': 0.0, 'report': 0.434745, 'Minister Imran Khan': 0.7831509999999999}"
623,652,"{'India': 0.0, 'Money Laundering': 0.0, 'Cyprus': 0.0, 'occasion': 0.0, 'delegation level': 0.0, 'Cooperation': 0.0}","{'game': 0.0, 'Party': -0.30044180000000004, 'PML-N': 0.0, 'Election': -0.2188075, 'Pakistani lawmakers': -0.5642246666666666, 'Qamar Zaman Kaira': 0.0, 'joint candidate': -0.22249066666666664, 'PTI back-benchers': -0.623117, 'PTI leadership': -0.623117, 'candidate': -0.2860594285714285, 'Opposition parties': -0.250302, 'Rehman': 0.0, 'support': -0.2501035, 'lawmakers': -0.5642246666666666, 'Khyber-Pakhtunkhwa': 0.0, 'joint Opposition': -0.2750874, 'PTI': -0.623117, 'opposition parties': -0.250302, 'Officer': 0.0, 'presidential elections': -0.2188075, 'election': -0.2188075, 'PTI lawmakers': -0.5717150000000001, 'Pakistan Peoples Party': -0.27711771428571425, 'single candidate': -0.2860594285714285, 'PPP': 0.0, 'Mr Ahsan': -0.737202, 'tough time': 0.0, 'Election Commission': -0.2188075, 'Imran Khan': -0.437615, 'chief Maulana Fazal-ur-Rehman': 0.0, 'Pakistan Muslim League-Nawaz': -0.25036816666666667, 'joint opposition candidate': -0.24400309999999997, 'provincial assemblies': -0.368601, 'majority': -0.737202, 'strong position': 0.0, 'leader Nawaz Sharif': -0.368601, 'Khan': -0.437615, 'National Assembly': -0.368601}","{'steps': 0.0, 'embassies': 0.624334, 'Welfare Parshottam Khodabhai': 0.0, 'central government': 0.312167, 'India': 0.8056926666666667, 'Indian diaspora': 0.830207, 'independence movements': 0.913545, 'Archbishop Makarios': 0.730473, 'Gandhi': 0.0, 'Cyprus': 0.87517425, 'Lady Savita Kovind': 0.3526398333333334, 'community': 0.760365, 'international presence': 0.781739, 'world': 0.849571, 'high respect': 0.312167, 'Cyprus Cyprus': 0.87517425, 'Gandhi Jayanti': 0.0, 'various initiatives': 0.0, 'growth rate': 0.946983, 'high commissions': 0.312167, 'Minister': 0.33075, 'people': 0.609718, 'crucial role': 0.733271}"
624,653,"{'social justice': 0.4936505, 'education': 0.986746, 'Vice President': 0.5566153333333334, 'constitutional status': 0.974462, 'various fields': 0.986746, 'dependency': 0.0, 'political considerations': 0.572328, 'foods': -0.625592, 'public service': 0.9861125, 'happiness': 0.590274, 'Vice President M.': 0.5566153333333334, 'Finance MInister Arun': 0.296991, 'country': 0.992304, 'PM Narendra Modi': 0.4493213333333334, 'Book': 0.5007926666666666, 'national pride': 0.997763, 'Venkaih Naidu': 0.6573563333333333, 'Vice': 0.5566153333333334, 'welfare': 0.467557, 'political parties': 0.572328, 'consensus': 0.0, 'effort': 0.33258766666666667, 'Dr. Manmohan Singh': 0.0, 'book': 0.5007926666666666, '245-page book': 0.5007926666666666, 'efforts': 0.33258766666666667, 'PM': 0.4493213333333334, 'book release function': 0.5007926666666666, 'Narendra Modi': 0.690903, 'girls': -0.625592, 'office': -0.287997}","{'Rajkummar Rao': 0.1488533333333333, 'tour': 0.0, 'Rs Rs': 0.1255075, 'cast': 0.0, 'growth': 0.6323726666666667, 'Bobby Deol': 0.992773, 'Sunny Deol': 0.992773, 'speed': 0.0, 'box office': 0.6219115, 'importance': 0.485686, 'Amar Kaushik Stree': 0.4552227999999999, 'Stree': 0.4552227999999999, 'film': 0.26661775, 'Highlights': 0.663003, 'huge HIT': 0.0, 'technical department': 0.0, 'Yamla Pagla Deewana': 0.858548, 'hit': 0.0, 'Twitter': -0.715425, 'low costs': 0.385275, 'Shraddha Kapoor': 0.475054, 'Rs': 0.1255075, 'splendid Rajkummar Rao': 0.1488533333333333, 'Taran Adarsh': 0.0, 'critic Saibal Chatterjee': 0.0, 'overwhelming response': 0.663003}","{'Vice-President': 0.479904, 'chapters': 0.0, 'Rajya Sabha': 0.479904, 'resonance': 0.982076, 'Minister Narendra Modi': 0.959808, 'Naidu disappointment': 0.376825375, 'mission': -0.6152093333333334, 'moment': 0.7329595, 'interesting moment': 0.7329595, 'country people': 0.3541585, 'persistence': 0.571671, 'public discourse': 0.447044, 'national pride': 0.894088, 'country': 0.17418199999999998, 'unrealised demographic dividend': 0.894088, 'position': 0.906941, 'Naidu': 0.376825375, 'illustrations': 0.0, 'key issues': -0.461407, 'Venkaiah Naidu': 0.376825375, 'various initiatives': -0.461407, 'book': 0.8027774999999999, 'various stakeholders': -0.461407, 'people': 0.9005145, 'Naidu mission': 0.11689749999999999, 'issues': -0.461407}"
625,654,"{'licences': 0.0, 'single paisa': 0.0, 'Gurgaon land deal': -0.23111066666666666, 'Justice SN Dhingra': -0.693332, 'president Rahul Gandhi': 0.0, 'change': 0.0, 'commission': -0.346666, 'president Sonia Gandhi': 0.0}","{'BJP target': -0.7728330000000001, 'Congress rule Mr': -0.6528747500000001, 'election season': -0.4909156666666667, 'Chief': 0.0, 'charges': -0.724164, 'policy': -0.945826, 'allegations': -0.704092, 'chief Rahul Gandhi': -0.3152753333333333, 'complaint': -0.945826, 'BJP': -0.7728330000000001, 'Supreme Court': 0.0, 'deals': -0.7384514, 'charge': -0.724164, 'sweetheart land deals': -0.7475116666666667, 'Mr Vadra': -0.68414075, 'Twitter': -0.715425, 'Highlights Robert Vadra': -0.68414075, 'judge': 0.0, 'Congress': -0.6528747500000001, 'attempt': -0.792813, 'land deals': -0.7475116666666667, 'estate developer DLF': -0.458325, 'leaks': 0.0, 'Congress rule': -0.6528747500000001, 'people': -0.558629, 'real issues': -0.49175966666666665, 'report': -0.472913}","{'Vadra': -0.380696, 'Manesar DCP': -0.7687325, 'case': 0.0, 'DLF Company Gurugram': -0.28578, 'real people': -0.887853, 'commission': -0.923182, 'Sections': -0.849389, 'Surinder Sharma': -0.846214, 'licenses': -0.889577, 'housing colonies': -0.889577, 'Election season': -0.887853, 'Robert Vadra': -0.380696, 'Rajesh Kumar': -0.691251, 'commercial complexes': -0.889577, 'government': -0.889577, 'criminal conspiracy': -0.852564, 'complaint': 0.0, 'PTI': -0.525102}"
626,655,"{'challenges': -0.690007, 'postal stamp': 0.10910399999999998, 'lakh access points': 0.8465506666666666, 'simplicity': 0.834039, 'access points': 0.9247749999999999, 'India Post Payments': 0.492953, 'game changer': 0.690102, 'lakh branches': 0.6654785, 'IPPB': 0.9222533333333334, 'opportunity': -0.690007, 'govt': 0.0, 'PM': 0.908215, 'goal': 0.834039, 'IPPB QR Code': 0.9222533333333334}","{'simultaneous launch events': 0.4825135, 'cent equity': 0.5431403333333333, 'additional ammunition': -0.259072, 'India Post Payments': 0.4083284285714286, 'official statement': 0.467776, 'cent': 0.5431403333333333, 'IPPB': 0.0, 'customers': 0.6991, 'cent increase': 0.5431403333333333, 'lakh postmen': 0.693869, 'savings': 0.08764175, 'DoP': 0.693869, 'annum': 0.935552, 'SMS banking': 0.0, 'Airtel Payments Bank': 0.13375225000000002, 'key things': -0.325913, 'vast network': 0.693869, 'Twitter': 0.392235, 'Posts': 0.77934275, 'labour workforce': -0.325913, 'event': 0.4825135, 'cabinet': 0.0, 'payments bank': 0.13375225000000002, 'NEFT services': 0.808721, 'Indian government': -0.431129, 'SMS': 0.0, 'small businesses': -0.325913, 'lakh post offices': 0.7622479999999999}","{'BIMSTEC Summit': 0.902603, 'exchange': 0.12512800000000002, 'global population': 0.0, 'Nepal': 0.32085375, 'Economic Cooperation': 0.951024, 'work': -0.852388, 'Detailed Project Report': 0.0, 'KP Sharma Oli': 0.03146850000000001, 'modalities': 0.0, 'bilateral relationship': 0.8964585, 'Bengal Initiative': 0.951024, 'Nepal Nepal': 0.32085375, 'PM KP Oli': 0.13728975, 'project': 0.0, 'bilateral meetings': 0.9041645, 'Prime': 0.2110176, 'Sri Lanka': 0.0, 'meeting': 0.9004443333333333, 'leaders': 0.867289, 'Oli': 0.03146850000000001, 'sides': -0.852388, 'joint statement': 0.0, 'broad gauge line': 0.16086100000000003}"
627,656,"{'direct questions': -0.577519, 'obsession': -0.748246, 'Indian perspective': -0.883993, 'China': -0.693016}","{'press conference': -0.791195, 'minister': -0.7600570000000001, 'Mukhtar Abbas Naqvi': -0.739208, 'PM Modi': -0.60547625, 'Kailash Mansarovar trip': -0.796564, 'auspicious yatra': -0.916054, 'noise': -0.953231, 'public money': -0.857457, 'attack': -0.95551, 'Twitter': -0.796646, 'money': -0.857457, 'good governance': 0.0, 'Congress': -0.8021635, 'Prime Minister': -0.7600570000000001, 'scams': -0.1392605, 'sacrosanct religious journey': 0.0, 'thing': -0.761683, 'Kailash Mansarovar': -0.796564, 'Rafale aircraft': -0.382659}","{'Chinese officials': -0.6677683333333332, 'globe': -0.64179, 'Chinese view': -0.6652939999999999, 'obsession': -0.601926, 'Chinese perspective': -0.6850531666666666, 'Doklam crisis': 0.0, 'Twitter handle': -0.68014, 'Rafale deal': -0.783674, 'China': -0.3407915, 'Nepal': -0.730694, 'Indian perspective': -0.4401946666666667, 'Bharatiya Janata Party': -0.6688805, 'China-centric statements': -0.730694, 'various platforms': -0.730694, 'Chinese governance': -0.6652939999999999}"
628,657,"{'final recommendations': 0.721914, 'major objections': 0.250716, 'polity': 0.501432, 'masses': -0.849526, 'public domain': 0.0018054999999999877, 'public money': 0.0018054999999999877, 'political parties': 0.0, 'consensus': 0.0, 'security forces': -0.714692, 'direct impact': 0.501432, 'democractic set-up': 0.0, 'relevant points': 0.721914, 'consulations': 0.0, 'public': 0.0018054999999999877, 'examination': 0.721914, 'major decision': 0.250716, 'developmental activities': -0.714692, 'country': -0.07108666666666667, 'stakeholders': 0.627011}","{'final recommendations': 0.2649125, 'Constitution': 0.0, 'discussion': -0.354102, 'Twitter': 0.0, 'political parties': -0.5297985, 'polls': -0.3390695, 'proposal': -0.706398, 'Lok Sabha': 0.0, 'Telugu Desam Party': -0.5297985, 'recommendations': 0.2649125, 'stakeholders': -0.3318, 'examination': 0.529825, 'phases': 0.0, 'Trinamool Congress': -0.706398, 'opposition parties': -0.5297985}","{'Constitution': -0.449518, 'barest minimum': 0.460563, 'public domain': 0.0, '171-page draft': -0.005663333333333298, 'issue': 0.0, 'inevitable constitutional amendments': -0.125237, 'Lok Sabha': 0.499765, 'massive exercise': -0.17007133333333332, 'larger public debate': 0.0, 'amendments': -0.125237, 'Union Territories': 0.0, 'country': -0.345139, 'developmental activities': 0.0}"
629,658,"{'Raveesh Kumar': 0.492824, 'review': 0.986527, 'ties': 0.986527, 'Prime': 0.9313656, 'spokesperson Raveesh Kumar': 0.492824, 'ways': 0.986527, 'Sharma Oli': 0.986527}","{'BIMSTEC': -0.17575300000000002, 'challenges': 0.791948, 'BIMSTEC summit': 0.09275024999999998, 'region': -0.5330115, 'Bengal Initiative': 0.29064049999999997, 'Sri Lankan President': 0.0, 'Sri Lanka': 0.0, 'collective response': 0.791948, 'BIMSTEC Summit': 0.09275024999999998, 'Act East policies': -0.795548, 'Kathmandu': -0.451601, 'Myanmar': -0.749044, 'Bengal region': -0.05592100000000003, 'Nepal': 0.02145199999999997, 'Neighbourhood': -0.773413, 'regional grouping': -0.2099903333333333}","{'connectivity': 0.377352, 'deliberations': 0.985648, 'regional grouping': 0.0, 'review': 0.997796, 'nations': 0.377352, 'ties': 0.944094, 'KP Sharma Oli': 0.997796, 'spokesperson Raveesh Kumar': 0.914429, 'BIMSTEC Summit': 0.916813, 'Sri Lanka': 0.4845, 'India-Nepal relations': 0.943355}"
630,659,"{'India cooperation': 0.7541956000000001, 'late Atal Bihari': 0.86383, 'K.P. Sharma Oli': 0.0, 'new journey': 0.6562823333333333, 'Dharamshala': 0.89483, 'Government': 0.0, 'neighbours': 0.999798, 'strong pillar': 0.883018, 'India': 0.7541956000000001, 'new heights': 0.6562823333333333, 'equal place': 0.790962, 'prayers': 0.0, 'Nepal decision': 0.64879025, 'Nepal': 0.64879025, 'New Delhi': 0.6562823333333333, 'Saath Sabka Vikas': 0.790962, 'Nepali language': 0.0, 'gathering': 0.790962, 'Lord Shiva': 0.999627}","{'BIMSTEC': -0.17575300000000002, 'challenges': 0.791948, 'BIMSTEC summit': 0.09275024999999998, 'regional leaders': -0.45967166666666665, 'region': -0.5330115, 'Bengal Initiative': 0.29064049999999997, 'meeting point': 0.07460799999999995, 'Sri Lankan President': 0.0, 'bilateral meetings': -0.12018874999999998, 'BIMSTEC Summit': 0.09275024999999998, 'Sri Lanka': 0.0, 'collective response': 0.791948, 'Act East policies': -0.795548, 'Kathmandu': -0.451601, 'Myanmar': -0.749044, 'Bengal region': -0.05592100000000003, 'Nepal': 0.02145199999999997, 'Neighbourhood': -0.773413, 'bilateral talks': 0.08942966666666667, 'bilateral talk': 0.08942966666666667, 'regional grouping': -0.2099903333333333}","{'deliberations': 0.985648, 'bilateral meetings': 0.48715725, 'BIMSTEC Summit': 0.916813, 'Sri Lanka': 0.4845, 'meeting': 0.31694433333333333, 'India-Nepal relations': 0.943355, 'leaders': 0.961418, 'connectivity': 0.377352, 'talks': 0.969, 'warm meeting': 0.31694433333333333, 'review': 0.997796, 'nations': 0.377352, 'ties': 0.944094, 'KP Sharma Oli': 0.997796, 'spokesperson Raveesh Kumar': 0.914429, 'bilateral relationship': 0.498898, 'regional grouping': 0.0}"
631,660,"{'IAF': 0.0, 'Dhemaji': -0.2994835, 'safer places': 0.0, 'principal constituent': -0.598967, 'places': 0.0, 'rescue operation': 0.0, 'alert': 0.0, 'inhabitants': 0.0, 'Government': -0.39931133333333335, 'request': 0.0}","{'areas': -0.098084, 'various GD': 0.0, 'Wednesday morning': -0.4244015, 'flood warning': 0.0, 'high waves': 0.0, 'China': -0.755683, 'administration': -0.1259132, 'severe damages': 0.410044, 'cumec water': -0.005742999999999987, 'discharge': 0.0, 'water discharge': -0.0047858333333333225, 'Dibrugarh administrations': -0.03658699999999999, 'water level': -0.005742999999999987, 'Deputy Commissioner Loya': -0.294252, 'Tsangpo': 0.0, 'alert': 0.0, 'administrations': -0.1259132, 'Sille-Oyan circle': 0.0, 'level': -0.4244015, 'Assam State Disaster': -0.372679, 'Central Water Commission': -0.005742999999999987, 'heavy rain': -0.755683, 'Indian Air Force': 0.0, 'report': -0.755683, 'vulnerable areas': -0.098084}","{'Arunachal Pradesh': -0.10463224999999998, 'officials': -0.14840750000000003, 'Pradesh': -0.4430793333333333, 'flood': -0.49135100000000004, 'various gauge': 0.0, 'families': -0.21299166666666666, 'evacuation operations': 0.0, 'Dhemaji': -0.690263, 'Disaster Response Force': -0.37816524999999995, 'cumec water': -0.4650256666666666, 'official sources': -0.14840750000000003, 'rest': 0.0, 'water level': -0.5105634285714286, 'Seram-Ramku village': 0.0, 'Arunachal Pradesh island': -0.10463224999999998, 'situation': 0.0, 'Assam': -0.6740176666666665, 'sources': -0.860047, 'Assam State Disaster': -0.6787169999999999, 'Arunachal MLA Lombo': -0.08370579999999998, 'left bank': 0.0, 'Air Force': -0.37816524999999995, 'report': -0.692815}"
632,661,"{'son': -0.8031604999999999, 'high alert': -0.967214, 'terrorists': -0.931722, 'close relatives': -0.9397615, 'Ahmad Sankar': 0.0, 'brother': -0.304103, 'Nazir Ahmad Sankar': 0.0, 'Kulgam district': -0.46988075, 'Gowhar Malik': -0.912309}","{'Asif Ahmad': -0.17885625, 'officials': -0.968016, 'terrorists': -0.895963, 'policeman': -0.447867, 'Terrorists': -0.895963, 'Tral area': -0.968016, 'Twitter': 0.0, 'manhunt': 0.0}","{'Militants': -0.767121, 'PDP Rafi Ahmed': -0.586329, 'Families': -0.8428585, 'public domain': 0.0, 'security forces': -0.3914205, 'Unconfirmed reports': -0.856508, 'families': -0.8428585, 'circumstances': -0.666177, 'reports': -0.856508, 'excesses': -0.944722, 'Mehbooba Mufti': -0.900299, 'South Kashmir': -0.740652, 'details': -0.666177, 'militants': -0.767121, 'forces': -0.3914205, 'PDP Rafi': -0.586329, 'Kashmir Chief Minister': -0.740652, 'little control': -0.8716945, 'PTI': 0.0, 'course': -0.666177, 'situation': -0.616787, 'Mir': -0.586329, 'policemen': -0.82381, 'security force': -0.3914205, 'control': -0.8716945, 'number': -0.82381, 'abductions': -0.9077113333333333, 'abduction': -0.9077113333333333, 'family members': -0.8428585, 'selective outrage': -0.819244, 'leader Omar Abdullah': -0.881983, 'security force excesses': -0.3914205}"
633,662,"{'Prayuth Chan-ocha': 0.492552, 'Mr. Prayuth Chan-ocha': 0.492552, 'meeting': 0.0, 'leaders': 0.827686}","{'BIMSTEC': 0.8843179999999999, 'Kathmandu': 0.78063, 'BIMSTEC summit': 0.8252893333333334, 'Twitter': -0.715425, 'Sri Lanka': 0.6209020000000001, 'cooperation': 0.8689669999999999, 'Thailand': 0.796387, 'regional grouping': 0.411491}","{'deliberations': 0.985648, 'BIMSTEC Summit': 0.916813, 'Sri Lanka': 0.4845, 'meeting': 0.31694433333333333, 'India-Nepal relations': 0.943355, 'leaders': 0.961418, 'connectivity': 0.377352, 'warm meeting': 0.31694433333333333, 'review': 0.997796, 'nations': 0.377352, 'ties': 0.944094, 'KP Sharma Oli': 0.997796, 'spokesperson Raveesh Kumar': 0.914429, 'regional grouping': 0.0}"
634,663,"{'final recommendations': 0.8059145, 'polity': -0.543018, 'masses': -0.849526, 'public domain': 0.28669966666666663, 'public money': 0.28669966666666663, 'political parties': 0.0, 'consensus': 0.0, 'exercise': 0.860099, 'direct impact': -0.543018, 'discussions': 0.75173, 'public': 0.28669966666666663, 'examination': 0.75173, 'major decision': -0.543018, 'better implementation': -0.398055, 'developmental activities': -0.398055, 'country': -0.313691, 'stakeholders': 0.443133, 'benefits': 0.860099}","{'final recommendations': 0.2649125, 'Constitution': 0.0, 'discussion': -0.354102, 'Twitter': 0.0, 'political parties': -0.5297985, 'polls': -0.3390695, 'Government': 0.4272005, 'proposal': -0.706398, 'Lok Sabha': 0.0, 'Telugu Desam Party': -0.5297985, 'recommendations': 0.2649125, 'stakeholders': -0.3318, 'government': 0.4272005, 'examination': 0.529825, 'phases': 0.0, 'Trinamool Congress': -0.706398, 'opposition parties': -0.5297985}","{'Constitution': -0.449518, 'barest minimum': 0.460563, 'public domain': 0.0, '171-page draft': -0.005663333333333298, 'issue': 0.0, 'inevitable constitutional amendments': -0.125237, 'Lok Sabha': 0.499765, 'massive exercise': -0.17007133333333332, 'government': -0.1875855, 'larger public debate': 0.0, 'amendments': -0.125237, 'Union Territories': 0.0, 'country': -0.345139, 'developmental activities': 0.0}"
635,664,"{'projects': 0.3464385, 'India': 0.870182, 'K.P. Sharma Oli': 0.0, 'cultural ties': 0.918028, 'Secretary Vijay Gokhale': 0.688111, 'extensive deliberations': 0.897638, 'bilateral meetings': 0.8856145, 'bilateral talks': 0.8856145, 'Sri Lankan President': 0.8046463333333334, 'Sri Lanka': 0.82789425, 'Lankan President Sirisena': 0.7958015, 'developmental projects': 0.3464385}","{'BIMSTEC': 0.8843179999999999, 'bilateral ties': 0.9498345, 'productive talks': 0.0466685, 'Kathmandu': 0.78063, 'BIMSTEC summit': 0.8252893333333334, 'Twitter': -0.715425, 'Sri Lanka': 0.6209020000000001, 'cooperation': 0.8689669999999999, 'Thailand': 0.796387, 'regional grouping': 0.411491}","{'BIMSTEC': 0.829153, 'climate change': 0.9324615, 'national knowledge network': 0.615634, 'International conference': 0.365045, 'scholarships': 0.615634, 'research fellowship': 0.615634, 'India': 0.896134, 'researchers': 0.615634, 'connectivity': 0.9212555714285714, 'North East Region': 0.662108, 'BIMSTEC conference': 0.6633224, 'short-term training courses': 0.615634, 'Economic Cooperation': 0.9287315, 'coastal shipping': 0.970057, 'BIMSTEC countries': 0.8019558333333333, 'slew': 0.0, 'global warming': 0.879489, 'member countries': 0.77962125}"
636,665,"{'Trade': -0.920613, 'challenges': -0.323271, 'media persons': 0.724338, 'areas': 0.5844505, 'various areas': 0.5844505, 'Centre': 0.933502, 'India': -0.471633, 'Kathmandu': 0.628374, 'strong diplomatic relations': -0.553661, 'member nations': -0.16831466666666664, 'important role': -0.761941, 'climate change': 0.399857, 'Secretary Vijay Gokhale': 0.640503, 'scholarships': 0.933502, 'humanitarian assistance': 0.918427, 'leaders': 0.317701, 'students': 0.933502, 'number': 0.73358, 'people': -0.920613, 'action plan': -0.826973, 'Plenary Session': 0.7222465, 'disaster management': 0.940475}","{'bilateral meeting': 0.700159, 'prosperity': 0.700159, 'motor vehicle agreements': -0.891145, 'KP Sharma Oli': 0.700159, 'process': -0.64215, 'Summit': 0.02900449999999999, 'regional bloc': 0.700159}","{'climate change': 0.9324615, 'national knowledge network': 0.615634, 'International conference': 0.365045, 'scholarships': 0.615634, 'research fellowship': 0.615634, 'India': 0.896134, 'researchers': 0.615634, 'North East Region': 0.662108, 'Prime Minister': 0.8237304999999999, 'short-term training courses': 0.615634, 'coastal shipping': 0.970057, 'slew': 0.0, 'global warming': 0.879489}"
637,666,"{'kickbacks': -0.60089, 'private company': 0.711312, 'UPA': 0.843232, 'charges': -0.60089, 'public domain': 0.4420145, 'interference': 0.711312, 'allegations': 0.0, 'facts': 0.4420145, 'public': 0.4420145, 'falsehood': 0.0, 'base price': -0.10258099999999999, 'false campaign': 0.0, 'public discourse': 0.4420145, 'responsible leaders': 0.3561745, 'NDA': 0.0, 'President Emmanuel Macron': -0.294953, 'world': -0.60089, 'demand': -0.708789, 'JPC probe': -0.806161, 'President': -0.294953, 'Inter-Governmental agreement': 0.0, 'basic facts': 0.2946763333333333, 'JPC': -0.806161, 'report': -0.806161}","{'argument': 0.0, 'PM Modi': 0.0, 'points': -0.825309, 'policy paralysis': -0.029194333333333322, 'wide range': 0.0, 'single word': 0.0, 'policy': -0.029194333333333322, 'India': 0.705568, 'Dassault Aviation': -0.250468, 'defence supplier': 0.19358633333333333, 'aircraft': 0.437738, 'contract': 0.0, 'government': -0.036717999999999994, 'foreign vendor': 0.864915, 'Indian Air Force': 0.05469833333333335}","{'pricing': 0.747602, 'Defense procurement policy': -0.3443185, 'UPA': -0.436297, 'Medium Multi-Role Combat': 0.0, 'liability': 0.862009, 'prices': -0.62617, 'controversy': 0.0, 'claim': -0.688637, 'government': -0.534922, 'different prices': -0.689461, 'government arrangement': -0.534922, 'different speeches': -0.816043, 'cost escalation': -0.436297}"
638,667,"{'weapons': -0.974533, 'Jammu': -0.841698, 'cops': -0.868861, 'Arahama Fruit Mandi': -0.92441}","{'brave hearts': 0.831351, 'AK-47 rifles': -0.908635, 'Eid': -0.88683, 'inspector rank officer': -0.88683, 'case': 0.0, 'Twitter': 0.0, 'Jammu': -0.79318, 'security forces': 0.0, 'sacrifice': 0.865573, 'probe': 0.0, 'Arhama fruit mandi': -0.938269, 'search operation': 0.0, 'matter': -0.879361, 'attackers': 0.0, 'Kashmir': -0.824039}","{'News agency': -0.4996775, 'spot': 0.0, 'service rifles': -0.649082, 'Inspector General': 0.0, 'exact details': 0.0, 'militants': -0.860996, 'S.P. Pani': 0.0, 'escort party': 0.0, 'incident': 0.0, 'constables Ishfaq Ahmad': 0.0, 'Reports': 0.0, 'PTI': -0.4996775}"
639,668,"{'oldest Hizbul Mujahideen': -0.8067995, 'cases': -0.348205, 'early Wednesday morning': -0.858377, 'Hizbul Mujahideen': -0.8067995, 'militants': 0.0, 'operation': -0.353967, 'civilian atrocities': 0.0, 'specific operation': -0.49496999999999997, 'Inspector General': 0.0}","{'Omar Rashid Wani': -0.34610975, 'fierce gunfight': -0.730371, 'Yasin Itoo': -0.651089, 'AK-47': 0.0, 'four-year-old Omar Rashid': -0.24444999999999997, 'terrorists escape': -0.378813, 'category associate': -0.7109004999999999, 'Mobile internet': -0.66669, 'Wani': -0.4614796666666667, 'Restrictions': 0.0, 'Redwani village': -0.760495, 'Anantnag': -0.7766256666666665, 'category': -0.7109004999999999, 'services': -0.76074, 'Kashmir': -0.727573, 'lakh': -0.769053, 'commander': -0.6907300000000001, 'train services': -0.76074, 'terrorists': -0.378813, 'resident': -0.3802475, 'Terrorists': -0.378813, 'Kachroo': -0.752673, 'Tear gas': 0.0, 'crucial role': -0.651089, 'Abid Rashid Bhat': -0.24444999999999997, 'Yasin': -0.651089}","{'Hizbul Mujahideen militant': -0.32110925, 'cases': -0.6832255, 'Hizbul Mujahideen militants': -0.32110925, 'swift action': -0.726734, 'Hizbul Mujahideen': -0.6422185, 'militants': -0.32110925, 'operation': -0.667369, 'civilian atrocities': -0.726734, 'specific operation': -0.4449126666666667, 'Inspector General': -0.726734}"
640,669,"{'Leaders': -0.423838, 'work': 0.427456, 'governance': -0.423838, 'states': 0.570056, 'Centre': 0.781952, 'farmers': 0.1194045, 'benefit': 0.5987045}","{'leader': 0.23532075, 'time-bound manner': -0.477583, 'Leaders': 0.23532075, 'Bharat': -0.2387915, 'Sources': 0.4706415, 'Twitter': -0.715425, 'condolence message': 0.0, 'good governance': 0.0, 'northeast region': 0.941283, 'Swaraj': -0.477583, 'distribution': 0.0, 'Party sources': 0.25499925, 'gas connection': 0.0, 'bulbs': 0.0, 'upcoming assembly polls': 0.0}","{'political scenario': 0.0, 'crore people': -0.5476875, 'opposition': 0.0, 'alliance': -0.838722, 'party': -0.08363783333333334, 'crore members': -0.5476875, 'states': -0.09283633333333334, 'big battle': 0.0, 'regional parties': -0.08363783333333334, 'preparation': 0.0, 'Bharatiya Janata Party': -0.08363783333333334, 'New Delhi': 0.872057, 'ruling parties': -0.08363783333333334}"
