ID_1,ndtv_dd_wordnet
922,"{'temple': ['pagoda', 0.5], 'mustang': ['mustang', 1.0], 'see': ['see', 1.0], 'besides': ['premier', 0.99], 'buddhist': ['buddhist', 1.0], 'visit': ['visit', 1.0], 'prayer': ['prayer', 1.0], 'dress': ['housing', 0.14], 'today': ['manner', 0.17], 'district': ['sanctum', 0.2], 'foot': ['offer', 0.2], 'reception': ['testimony', 0.14], 'alert': ['affection', 0.2], 'base_on_balls': ['liberation', 0.33], 'host': ['participate', 0.17], 'meter': ['foot', 0.25], 'locate': ['locate', 1.0], 'plan': ['tradition', 0.25], 'election': ['battle', 0.2], 'follow': ['walk', 0.33], 'transport': ['put', 0.33], 'friday': ['century', 0.17], 'particular': ['particular', 1.0], 'curate': ['curate', 1.0]}"
923,"{'miss': ['include', 0.33], 'universe': ['universe', 1.0], 'worryingly': ['acme', 0.99], 'soviet_union': ['state', 0.25], 'slot': ['function', 0.2], 'barcelona': ['delhi', 0.33], 'football': ['sport', 0.33], 'career': ['technology', 0.25], 'victory': ['success', 0.5], 'surgery': ['science', 0.2], 'record': ['narrative', 0.17], 'defender': ['representative', 0.17], 'starter': ['medium', 0.14], 'group': ['reason', 0.17], 'boyhood': ['era', 0.2], 'tuesday': ['thursday', 0.33], 'possibility': ['issue', 0.2], 'introduction': ['accomplishment', 0.17]}"
924,"{'nepal': ['nepal', 1.0], 'arrive': ['premier', 0.33], 'modality': ['connectivity', 0.14], 'note': ['statement', 0.12], 'nepalese': ['nepalese', 1.0], 'bank': ['area', 0.14], 'negotiation': ['negotiation', 1.0], 'visit': ['cooperation', 0.2], 'curate': ['curate', 1.0], 'denomination': ['deputation', 0.25], 'trouble': ['misuse', 0.14], 'confront': ['perpetrate', 0.25], 'demonetization': ['development', 0.2], 'keep': ['keep', 1.0], 'ease': ['power', 0.33], 'counterpart': ['counterpart', 1.0], 'facility': ['road', 0.25], 'system': ['circuit', 0.2], 'boundary_line': ['boundary_line', 1.0], 'bilateral': ['bilateral', 1.0], 'state': ['state', 1.0], 'finance': ['tourism', 0.33], 'imperativeness': ['imperativeness', 1.0]}"
925,"{'nepalese': ['nepalese', 1.0], 'invitation': ['production', 0.2], 'pun': ['demand', 0.17], 'undertaking': ['undertaking', 1.0], 'treaty': ['concession', 0.25], 'counterpart': ['counterpart', 1.0], 'era': ['time_period', 0.5], 'airplane': ['concrete', 0.1], 'religion': ['purpose', 0.2], 'addition': ['supply', 0.33], 'spouse': ['subordinate', 0.17], 'history': ['history', 1.0], 'frailty': ['power', 0.2], 'offer': ['allow', 0.25], 'policy': ['feature', 0.14], 'growth': ['remains', 0.17], 'necktie': ['necktie', 1.0], 'bring': ['put', 0.25], 'negotiation': ['foundation', 0.12], 'come': ['rise', 0.33], 'city': ['india', 0.17], 'personal_business': ['prosperity', 0.11], 'state': ['company', 0.17]}"
926,"{'bus': ['bus', 1.0], 'service': ['service', 1.0], 'circuit': ['circuit', 1.0], 'hindu': ['hindu', 1.0], 'jointly': ['jointly', 1.0], 'welcome': ['welcome', 1.0], 'direct': ['direct', 1.0], 'temple': ['temple', 1.0], 'india': ['india', 1.0], 'goddess': ['goddess', 1.0], 'people': ['people', 1.0], 'affection': ['affection', 1.0], 'nepalese': ['nepalese', 1.0], 'finish': ['finish', 1.0], 'attach_to': ['attach_to', 1.0], 'inaugurate': ['inaugurate', 1.0], 'moment': ['moment', 1.0], 'respect': ['respect', 1.0], 'gather': ['gather', 1.0], 'religious': ['religious', 1.0], 'arrival': ['arrival', 1.0], 'tourism': ['tourism', 1.0], 'location': ['birthplace', 0.25], 'century': ['century', 1.0], 'connect': ['connect', 1.0], 'city': ['city', 1.0], 'identify': ['identify', 1.0], 'historic': ['historic', 1.0], 'offer': ['offer', 1.0], 'curate': ['curate', 1.0], 'karnataka': ['karnataka', 1.0], 'wage': ['wage', 1.0]}"
927,"{'wholly': ['idaho', 1.0], 'card': ['fir', 0.17], 'sit': ['flat', 0.33], 'apartment': ['trunk', 0.1], 'information': ['connection', 0.17], 'register': ['register', 1.0], 'committee': ['police', 0.2], 'voter': ['voter', 1.0], 'case': ['seizure', 0.17], 'card_game': ['card_game', 1.0], 'influence': ['load', 0.2], 'name': ['name', 1.0], 'integrity': ['raj', 0.17], 'congress': ['congress', 1.0]}"
928,"{'court': ['court', 1.0], 'bengal': ['kolkata', 0.17], 'second': ['weber', 0.14], 'give': ['west', 0.33], 'order': ['order', 1.0], 'committee': ['committee', 1.0], 'supreme': ['supreme', 1.0], 'request': ['filing', 0.25], 'state': ['state', 1.0], 'certain': ['panchayat', 0.97], 'file': ['file', 1.0], 'inform': ['ask', 0.33], 'direct': ['direct', 1.0], 'panel': ['panel', 1.0], 'matter': ['concern', 0.5], 'transcript': ['note', 0.33], 'election': ['election', 1.0], 'nomination': ['nomination', 1.0], 'accept': ['accept', 1.0], 'resistance': ['resistance', 1.0], 'look': ['stay', 0.33], 'loss': ['class', 0.12], 'document': ['document', 1.0], 'approach': ['fall', 0.25], 'poll': ['poll', 1.0], 'unit_of_measurement': ['cent', 0.25], 'bench': ['bench', 1.0], 'campaigner': ['campaigner', 1.0], 'person': ['worker', 0.5], 'polls': ['polls', 1.0], 'high': ['high', 1.0], 'take': ['take', 1.0], 'time': ['incident', 0.25], 'agenda': ['fact', 0.14]}"
929,"{'myanmar': ['myanmar', 1.0], 'muslim': ['muslim', 1.0], 'bilateral': ['bilateral', 1.0], 'discussion': ['discussion', 1.0], 'crisis': ['situation', 0.17], 'state': ['state', 1.0], 'ways': ['cargo', 0.17], 'discourse': ['announce', 0.11], 'year': ['year', 1.0], 'external': ['external', 1.0], 'personal_business': ['personal_business', 1.0], 'name': ['name', 1.0], 'meet': ['meet', 1.0], 'flee': ['flee', 1.0], 'visit': ['visit', 1.0], 'examination': ['aid', 0.2], 'report': ['agreement', 0.12], 'estimate': ['expect', 0.17], 'military': ['military', 1.0], 'violence': ['violence', 1.0], 'regional': ['regional', 1.0], 'leadership': ['leadership', 1.0], 'arrive': ['arrive', 1.0], 'cardinal': ['cardinal', 1.0], 'follow': ['follow', 1.0], 'issue': ['issue', 1.0], 'curate': ['curate', 1.0], 'include': ['include', 1.0]}"
930,"{'president': ['president', 1.0], 'punishment': ['war', 0.2], 'act': ['symbol', 0.12], 'work': ['camp', 0.33], 'employer': ['citizen', 0.2], 'random-access_memory': ['random-access_memory', 1.0], 'commissariat': ['glacier', 0.11], 'amend': ['address', 0.17], 'newspaper': ['base', 0.11], 'employee': ['military_officer', 0.2], 'pay': ['pay', 1.0], 'condition': ['operation', 0.25], 'calendar_month': ['april', 0.33], 'news': ['respects', 0.25], 'indian': ['indian', 1.0]}"
931,"{'blast': ['blast', 1.0], 'topographic_point': ['topographic_point', 1.0], 'jawan': ['jawan', 1.0], 'grenade': ['bomb', 0.5], 'police': ['force', 0.5], 'manipur': ['manipur', 1.0], 'east': ['east', 1.0], 'election': ['duty', 0.2], 'kill': ['kill', 1.0], 'take': ['take', 1.0], 'science': ['case', 0.11], 'probe': ['probe', 1.0], 'far': ['far', 1.0]}"
932,"{'batch': ['batch', 1.0], 'base_on_balls': ['base_on_balls', 1.0], 'tons': ['tons', 1.0], 'tibetan': ['lucky', 0.95], 'time_period': ['year', 0.5], 'person': ['official', 0.25], 'tableland': ['medium', 0.11]}"
933,"{'periphery': ['periphery', 1.0], 'inarguable': ['inarguable', 1.0], 'congress': ['congress', 1.0], 'mainstream': ['mainstream', 1.0], 'waters': ['waters', 1.0], 'lawgiver': ['head', 0.33], 'adopt': ['adopt', 1.0], 'position': ['position', 1.0], 'gesture': ['gesture', 1.0], 'challenge': ['challenge', 1.0], 'president': ['president', 1.0], 'court': ['court', 1.0], 'opinion': ['opinion', 1.0], 'deviate': ['deviate', 1.0], 'rejection': ['rejection', 1.0], 'party': ['party', 1.0], 'request': ['request', 1.0], 'justice': ['justice', 1.0], 'writ': ['writ', 1.0], 'mention': ['reason', 0.2], 'entitle': ['entitle', 1.0], 'fishing': ['attempt', 0.17], 'chair': ['chair', 1.0], 'issue': ['wisdom', 0.33], 'otherwise': ['otherwise', 1.0], 'capable': ['capable', 1.0], 'example': ['evidence', 0.33], 'judicial': ['judicial', 1.0], 'notice': ['notice', 1.0], 'write': ['draft', 0.5], 'supplication': ['command', 0.2], 'wage': ['substance', 0.1], 'finance': ['finance', 1.0], 'order': ['order', 1.0], 'file': ['file', 1.0]}"
934,"{'bungalow': ['bungalow', 1.0], 'curate': ['curate', 1.0], 'court': ['court', 1.0], 'former': ['former', 1.0], 'law': ['law', 1.0], 'hand': ['consequence', 0.1], 'government': ['government', 1.0], 'change': ['adjustment', 0.25], 'constitutional': ['constitutional', 1.0], 'order': ['order', 1.0], 'exit': ['system', 0.2], 'sandstone': ['scandium', 0.11], 'benefit': ['wage', 0.25], 'consideration': ['dub', 0.11], 'principle': ['principle', 1.0], 'life': ['life', 1.0], 'steer': ['steer', 1.0], 'busy': ['busy', 1.0], 'office': ['office', 1.0], 'par': ['par', 1.0], 'amend': ['amend', 1.0], 'official': ['head', 0.17], 'home': ['end', 0.11], 'property': ['allowance', 0.2]}"
935,"{'test': ['test', 1.0], 'court': ['court', 1.0], 'exist': ['disappear', 0.33], 'transportation': ['transportation', 1.0], 'keep': ['keep', 1.0], 'case': ['case', 1.0], 'disapprobation': ['day', 0.12], 'child': ['victim', 0.2], 'transfer': ['transfer', 1.0], 'community': ['village', 0.5], 'state': ['state', 1.0], 'family': ['family', 1.0], 'area': ['area', 1.0], 'come': ['travel', 0.5]}"
936,"{'terrorist': ['terrorist', 1.0], 'brush': ['brush', 1.0], 'university': ['measure', 0.17], 'kill': ['kill', 1.0], 'kashmir': ['kashmir', 1.0], 'clang': ['success', 0.2], 'commanding_officer': ['commanding_officer', 1.0], 'include': ['include', 1.0], 'beginning': ['district', 0.2], 'resignation': ['presence', 0.17], 'weaponry': ['weaponry', 1.0], 'force': ['force', 1.0], 'act': ['act', 1.0], 'attempt': ['concealment', 0.33], 'security': ['security', 1.0], 'cordon': ['cordon', 1.0], 'ammunition': ['ammunition', 1.0]}"
937,{}
938,"{'civilian': ['militant', 0.92], 'meet': ['bitty', 0.33], 'afternoon': ['measure', 0.2], 'recover': ['recover', 1.0], 'kill': ['kill', 1.0], 'office': ['office', 1.0], 'injure': ['injure', 1.0], 'security': ['security', 1.0], 'house': ['building', 0.5], 'input': ['input', 1.0], 'work_force': ['force', 0.5], 'operation': ['operation', 1.0], 'business_district': ['state', 0.2], 'designation': ['action', 0.2], 'kashmir': ['kashmir', 1.0], 'area': ['area', 1.0], 'hole': ['hole', 1.0], 'travel': ['follow', 0.5], 'rifle': ['rifle', 1.0], 'traffic': ['group', 0.33]}"
939,"{'worker': ['farmer', 0.25], 'survive': ['secret', 0.33], 'booth': ['system', 0.17], 'lie': ['lie', 1.0], 'occupation': ['election', 0.17], 'state': ['state', 1.0], 'godhead': ['eyes', 0.17], 'sit': ['sit', 1.0], 'congress': ['congress', 1.0], 'interact': ['continue', 0.33], 'credibility': ['power', 0.33], 'curate': ['curate', 1.0], 'party': ['party', 1.0], 'ask': ['warn', 0.25], 'connection': ['footing', 0.25], 'opportunity': ['ego', 0.14], 'travel': ['follow', 0.5], 'entreaty': ['expose', 0.17], 'desire': ['desire', 1.0], 'win': ['win', 1.0]}"
940,"{'judgment': ['rule', 0.14], 'court': ['court', 1.0], 'lawyer': ['lawyer', 1.0], 'bent': ['atrocity', 0.93], 'case': ['case', 1.0], 'top': ['top', 1.0], 'bench': ['bench', 1.0], 'submission': ['tribe', 0.14], 'centre': ['centre', 1.0], 'filter': ['call', 0.14], 'march': ['march', 1.0], 'act': ['act', 1.0], 'action': ['stay', 0.33], 'punish': ['punish', 1.0], 'protest': ['order', 0.2], 'community': ['community', 1.0], 'law': ['law', 1.0], 'schedule': ['schedule', 1.0], 'state': ['state', 1.0], 'whittle': ['put', 0.2], 'publish': ['indicate', 0.2], 'general': ['general', 1.0], 'curia': ['administration', 0.5], 'mister': ['loss', 0.1]}"
941,"{'dust': ['commissariat', 0.12], 'state': ['state', 1.0], 'attach_to': ['punish', 0.33], 'hit': ['put', 0.25], 'loss': ['loss', 1.0], 'people': ['tribe', 0.25], 'curate': ['lawyer', 0.12], 'national': ['atrocity', 0.98], 'neighbor': ['populate', 0.5], 'house': ['call', 0.11], 'point': ['rule', 0.2], 'report': ['indicate', 0.33], 'aid': ['stay', 0.25]}"
942,"{'judgment': ['rule', 0.14], 'court': ['court', 1.0], 'lawyer': ['lawyer', 1.0], 'morale': ['caste', 0.17], 'justice': ['atrocity', 0.17], 'case': ['case', 1.0], 'top': ['top', 1.0], 'bench': ['bench', 1.0], 'submission': ['tribe', 0.14], 'centre': ['centre', 1.0], 'filter': ['call', 0.14], 'march': ['march', 1.0], 'act': ['opinion', 0.33], 'protection': ['prevention', 0.2], 'amount': ['bigger', 0.33], 'protest': ['order', 0.2], 'community': ['community', 1.0], 'law': ['law', 1.0], 'stay': ['stay', 1.0], 'schedule': ['schedule', 1.0], 'state': ['state', 1.0], 'whittle': ['put', 0.2], 'publish': ['indicate', 0.2], 'general': ['general', 1.0], 'curia': ['administration', 0.5], 'action': ['violence', 0.33], 'shake': ['rock', 0.25], 'mister': ['loss', 0.1]}"
943,"{'curate': ['curate', 1.0], 'gandhi': ['gandhi', 1.0], 'people': ['set', 0.25], 'birth': ['birth', 1.0], 'ways': ['chair', 0.12], 'greatness': ['frailty', 0.12], 'committee': ['committee', 1.0], 'freedom': ['degree', 0.2], 'reconciliation': ['event', 0.25], 'president': ['president', 1.0], 'observe': ['meet', 0.33], 'chief': ['chief', 1.0], 'celebration': ['celebration', 1.0], 'state': ['state', 1.0], 'year': ['year', 1.0], 'attend': ['attend', 1.0], 'ahimsa': ['plan', 0.14], 'doorsill': ['random-access_memory', 0.11], 'commemoration': ['commemoration', 1.0]}"
944,"{'justice': ['justice', 1.0], 'judges': ['judges', 1.0], 'court': ['court', 1.0], 'kilometer': ['kilometer', 1.0], 'high': ['high', 1.0], 'decision': ['decision', 1.0], 'reject': ['accept', 0.33], 'postpone': ['postpone', 1.0], 'representation': ['representation', 1.0], 'detail': ['ask', 0.14], 'government': ['government', 1.0], 'recommendation': ['recommendation', 1.0], 'response': ['head', 0.11], 'name': ['name', 1.0], 'state': ['state', 1.0], 'beginning': ['vertex', 0.14], 'meet': ['meet', 1.0], 'week': ['week', 1.0], 'kolkata': ['kolkata', 1.0], 'factor': ['case', 0.17], 'send': ['send', 1.0], 'meeting': ['meeting', 1.0], 'fair': ['fair', 1.0], 'expect': ['assume', 0.5]}"
945,"{'shooting': ['shooting', 1.0], 'gangster': ['gangster', 1.0], 'give': ['particular', 0.33], 'subsequently': ['journalist', 0.85], 'market': ['test', 0.25], 'police': ['court', 0.14], 'killer': ['person', 0.5], 'june': ['june', 1.0], 'identity': ['manner', 0.2], 'acquit': ['acquit', 1.0], 'plan': ['plan', 1.0], 'convict': ['convict', 1.0], 'kill': ['kill', 1.0], 'case': ['case', 1.0], 'rag': ['article', 0.14], 'compilation': ['book', 0.25], 'life': ['life', 1.0], 'collar': ['collar', 1.0], 'town': ['city', 0.33], 'behave': ['take', 0.33], 'state': ['sentence', 0.33]}"
946,"{'brown': ['brown', 1.0], 'court': ['court', 1.0], 'pollute': ['change', 0.33], 'photograph': ['memorial', 0.17], 'heritage': ['urge', 0.17], 'turn': ['turn', 1.0], 'green': ['green', 1.0], 'expert': ['expert', 1.0], 'concern': ['concern', 1.0], 'historic': ['historic', 1.0], 'express': ['express', 1.0], 'damage': ['damage', 1.0], 'peruse': ['peruse', 1.0], 'united_nations_educational_scientific_and_cultural_organization': ['government', 0.14], 'repair': ['repair', 1.0], 'petitioner': ['petitioner', 1.0], 'area': ['centre', 0.2], 'put': ['put', 1.0], 'india': ['india', 1.0], 'represent': ['represent', 1.0], 'abroad': ['abroad', 1.0], 'take': ['take', 1.0], 'iconic': ['iconic', 1.0], 'aid': ['aid', 1.0], 'become': ['become', 1.0], 'stairs': ['stairs', 1.0], 'extra': ['extra', 1.0]}"
947,"{'farmer': ['farmer', 1.0], 'farm': ['farm', 1.0], 'karnataka': ['karnataka', 1.0], 'agribusiness': ['agribusiness', 1.0], 'government': ['government', 1.0], 'state': ['state', 1.0], 'revolution': ['tweet', 0.17], 'drought': ['need', 0.25], 'indifference': ['indifference', 1.0], 'insurance': ['bequest', 0.14], 'seed': ['eyelash', 0.1], 'social_welfare': ['social_welfare', 1.0], 'implement': ['implement', 1.0], 'assail': ['necessitate', 0.33], 'approach': ['leadership', 0.17], 'income': ['income', 1.0], 'committedness': ['committedness', 1.0], 'builder': ['card', 0.25], 'undertake': ['interact', 0.2], 'budget': ['extension', 0.09], 'curate': ['curate', 1.0], 'make': ['make', 1.0]}"
948,"{'gandhi': ['curate', 0.14], 'treat': ['make_bold', 0.25], 'regulation': ['language', 0.17], 'happen': ['premier', 0.33], 'torus': ['gun_muzzle', 0.17], 'electrification': ['electrification', 1.0], 'accomplishment': ['accomplishment', 1.0], 'ease': ['power', 0.33], 'tenure': ['deadline', 0.14], 'state': ['state', 1.0], 'congress': ['congress', 1.0], 'question': ['question', 1.0], 'village': ['village', 1.0], 'scheme': ['policy', 0.33], 'case': ['incident', 0.33], 'government': ['government', 1.0]}"
949,"{'peoples': ['college', 0.17], 'treatment': ['treatment', 1.0], 'conspiracy': ['statement', 0.33], 'hospital': ['hospital', 1.0], 'killing': ['travel', 0.17], 'better': ['medical', 0.94], 'switch': ['better', 0.33], 'chirrup': ['discharge', 0.25], 'decision': ['decision', 1.0], 'part': ['property', 0.25], 'son': ['worker', 0.2], 'condition': ['condition', 1.0], 'ailment': ['ailment', 1.0], 'agenda': ['issue', 0.2], 'take': ['take', 1.0], 'suffer': ['undergo', 0.33], 'allege': ['allege', 1.0], 'reason': ['compulsion', 0.17], 'heart': ['heart', 1.0], 'delhi': ['delhi', 1.0], 'government': ['party', 0.25], 'state': ['state', 1.0], 'political': ['political', 1.0], 'leader': ['head', 0.5], 'election': ['management', 0.2], 'besides': ['besides', 1.0]}"
950,"{'premier': ['premier', 1.0], 'curate': ['curate', 1.0], 'ceremonial': ['integrate', 0.88], 'india': ['center', 0.12], 'prosperity': ['security', 0.2], 'nepalese': ['nepalese', 1.0], 'motto': ['deliberation', 0.2], 'entree': ['concept', 0.25], 'state': ['state', 1.0], 'railing': ['railing', 1.0], 'post': ['connect', 0.25], 'development': ['passage', 0.25], 'develop': ['develop', 1.0], 'cooperation': ['production', 0.25], 'connectivity': ['sweep', 0.17], 'yesterday': ['addition', 0.17], 'relationship': ['relationship', 1.0], 'undertaking': ['support', 0.25], 'agribusiness': ['agribusiness', 1.0], 'residence': ['port', 0.25], 'friend': ['spouse', 0.25], 'sea': ['sea', 1.0], 'delhi': ['field', 0.14], 'meeting': ['university', 0.2], 'agree': ['agree', 1.0], 'supply': ['equip', 0.5], 'importance': ['good', 0.14], 'take': ['perpetrate', 0.33], 'official': ['kitchen_police', 0.2]}"
951,"{'parliament': ['parliament', 1.0], 'session': ['session', 1.0], 'lose': ['respectively', 0.33], 'party': ['secretariat', 0.2], 'budget': ['budget', 1.0], 'minutes': ['minutes', 1.0], 'status': ['productiveness', 0.17], 'lawgiver': ['president', 0.25], 'dress': ['die', 0.25], 'adjourn': ['adjourn', 1.0], 'demand': ['statement', 0.25], 'issue': ['issue', 1.0], 'parliamentary': ['parliamentary', 1.0], 'house': ['house', 1.0], 'management': ['break', 0.14], 'board': ['committee', 0.5], 'function': ['function', 1.0], 'day': ['phase', 0.17], 'travel': ['pass', 0.5], 'march': ['january', 0.33], 'hours': ['hours', 1.0], 'waste': ['waste', 1.0], 'resistance': ['sitting', 0.2], 'second': ['second', 1.0]}"
952,"{'judge': ['judge', 1.0], 'bail': ['bail', 1.0], 'jail': ['jail', 1.0], 'blackbuck': ['blackbuck', 1.0], 'hear': ['hear', 1.0], 'poach': ['poach', 1.0], 'court': ['court', 1.0], 'old_age': ['old_age', 1.0], 'case': ['case', 1.0], 'actor': ['actor', 1.0], 'sentence': ['sentence', 1.0], 'tomorrow': ['hour', 0.25], 'sessions': ['sessions', 1.0], 'lawyer': ['advocate', 0.5], 'spend': ['pronounce', 0.33], 'supplication': ['order', 0.17], 'verdict': ['prosecution', 0.14], 'state': ['state', 1.0], 'acquit': ['object', 0.17], 'fact': ['defense_mechanism', 0.2], 'lenience': ['surety', 0.17], 'call': ['fan', 0.14], 'document': ['argument', 0.14], 'mumbai': ['district', 0.2], 'look': ['last', 0.25], 'request': ['permission', 0.25]}"
953,"{'firm': ['firm', 1.0], 'link': ['connection', 0.33], 'notice': ['request', 0.2], 'join': ['ambitious', 0.33], 'supplication': ['supplication', 1.0], 'suspect': ['spouse', 0.25], 'court': ['court', 1.0], 'reappraisal': ['reappraisal', 1.0], 'associate': ['associate', 1.0], 'high': ['high', 1.0], 'cordial_reception': ['cordial_reception', 1.0], 'dismiss': ['dismiss', 1.0], 'deal': ['deal', 1.0], 'file': ['file', 1.0], 'sky': ['sky', 1.0], 'case': ['case', 1.0], 'land': ['land', 1.0], 'travel': ['approach', 0.33], 'publish': ['publish', 1.0], 'delhi': ['delhi', 1.0]}"
954,"{'investing': ['investing', 1.0], 'kitchen_police': ['kitchen_police', 1.0], 'nepalese': ['nepalese', 1.0], 'mister': ['relations', 0.11], 'attempt': ['charge', 0.2], 'nepal': ['nepal', 1.0], 'pitch': ['sector', 0.12], 'yesterday': ['day', 0.5], 'meet': ['meet', 1.0], 'residence': ['post', 0.17], 'expansion': ['ceremony', 0.1], 'safe': ['safe', 1.0], 'cooperation': ['banking', 0.17], 'trade': ['tourism', 0.25], 'premier': ['premier', 1.0], 'salvage': ['land', 0.25], 'curate': ['curate', 1.0], 'ouster': ['investor', 0.25], 'treaty': ['tax_return', 0.25], 'friendship': ['opportunity', 0.17], 'compliment': ['assume', 0.17], 'deputation': ['deputation', 1.0], 'discourse': ['talk', 0.17], 'office': ['equipment', 0.14], 'harmonize': ['harmonize', 1.0], 'stable': ['stable', 1.0]}"
955,"{'trade': ['trade', 1.0], 'ouster': ['banks', 0.17], 'economic': ['integrate', 1.0], 'deputation': ['people', 0.2], 'autopsy': ['autopsy', 1.0], 'district': ['district', 1.0], 'pitch': ['infrastructure', 0.17], 'stability': ['control', 0.14], 'meet': ['jointly', 0.33], 'residence': ['post', 0.17], 'trip': ['immigration', 0.17], 'attempt': ['aid', 0.33], 'premier': ['premier', 1.0], 'salvage': ['roof', 0.17], 'limp': ['ease', 0.25], 'curate': ['curate', 1.0], 'treaty': ['check', 0.17], 'friendship': ['quarantine', 0.17], 'expansion': ['motion', 0.2], 'finish': ['boundary_line', 0.2], 'prosperity': ['security', 0.2]}"
956,"{'juncture': ['juncture', 1.0], 'mumbai': ['mumbai', 1.0], 'shah': ['shah', 1.0], 'party': ['party', 1.0], 'foundation': ['foundation', 1.0], 'worker': ['worker', 1.0], 'talk': ['message', 0.17], 'reconvene': ['make_bold', 0.17], 'gather': ['gem', 0.17], 'day': ['day', 1.0], 'attendance': ['election', 0.25], 'cell': ['state', 0.33], 'premier': ['premier', 1.0], 'phase': ['old_age', 0.25], 'address': ['address', 1.0], 'state': ['reservation', 0.33], 'large': ['large', 1.0], 'clasp': ['work', 0.2], 'curate': ['curate', 1.0], 'today': ['strength', 0.17]}"
957,"{'blackbuck': ['blackbuck', 1.0], 'jodhpur': ['jodhpur', 1.0], 'guilty': ['guilty', 1.0], 'poach': ['poach', 1.0], 'judge': ['magistrate', 0.5], 'busyness': ['jitters', 0.14], 'wildlife': ['tinsel', 0.14], 'shooting': ['protection', 0.2], 'confess': ['convict', 0.2], 'actor': ['actor', 1.0], 'kill': ['kill', 1.0], 'village': ['court', 0.2], 'establish': ['higher', 0.25], 'case': ['case', 1.0], 'acquit': ['acquit', 1.0], 'ali': ['ali', 1.0], 'act': ['act', 1.0], 'fact': ['evidence', 0.33], 'verdict': ['verdict', 1.0], 'species': ['species', 1.0], 'joke': ['argument', 0.14], 'endanger': ['endanger', 1.0], 'old_age': ['old_age', 1.0], 'october': ['night', 0.2], 'shoot': ['star', 0.14]}"
958,"{'lawgiver': ['curate', 0.2], 'party': ['union', 0.33], 'resistance': ['resistance', 1.0], 'second': ['second', 1.0], 'allowance': ['allowance', 1.0], 'function': ['politics', 0.2], 'wage': ['wage', 1.0], 'gesture': ['time_period', 0.14], 'days': ['days', 1.0], 'budget': ['budget', 1.0], 'one-half': ['one-half', 1.0], 'session': ['session', 1.0], 'take': ['take', 1.0], 'decide': ['decide', 1.0], 'issue': ['playing', 0.12], 'argue': ['state', 0.33], 'break': ['break', 1.0], 'blame': ['accuse', 0.33], 'wash': ['wash', 1.0]}"
959,"{'class': ['class', 1.0], 'paper': ['paper', 1.0], 'decision': ['decision', 1.0], 'court': ['court', 1.0], 'redirect_examination': ['redirect_examination', 1.0], 'economics': ['economics', 1.0], 'challenge': ['challenge', 1.0], 'behavior': ['behavior', 1.0], 'request': ['request', 1.0], 'punish': ['supreme', 0.33], 'allege': ['allege', 1.0], 'affect': ['today', 0.14], 'file': ['file', 1.0], 'state': ['state', 1.0], 'dismiss': ['dismiss', 1.0]}"
960,"{'university': ['university', 1.0], 'rank': ['rank', 1.0], 'exceed': ['exceed', 1.0], 'year': ['year', 1.0], 'travel': ['follow', 0.5], 'list': ['list', 1.0], 'ranking': ['ranking', 1.0], 'nehru': ['stephen', 0.12], 'delhi': ['delhi', 1.0], 'state': ['state', 1.0], 'slot': ['competition', 0.2], 'include': ['best', 0.33], 'system': ['architecture', 0.17], 'science': ['science', 1.0], 'institute': ['institute', 1.0], 'hyderabad': ['chennai', 0.33], 'event': ['management', 0.25], 'overall': ['overall', 1.0], 'check': ['words', 0.09], 'class': ['class', 1.0], 'hindu': ['hindu', 1.0], 'let_go_of': ['let_go_of', 1.0], 'education': ['education', 1.0], 'topographic_point': ['position', 0.33]}"
961,"{'act': ['act', 1.0], 'dilution': ['connection', 0.14], 'reappraisal': ['reappraisal', 1.0], 'violence': ['violence', 1.0], 'party': ['union', 0.33], 'request': ['request', 1.0], 'take': ['take', 1.0], 'prevention': ['action', 0.25], 'court': ['court', 1.0], 'schedule': ['schedule', 1.0], 'government': ['government', 1.0], 'agree': ['responsible', 0.33], 'guarantee': ['guarantee', 1.0], 'peace': ['peace', 1.0], 'dilute': ['strengthen', 0.25], 'baseless': ['baseless', 1.0], 'topographic_point': ['home', 0.17], 'servant': ['perpetrator', 0.17], 'sister': ['sister', 1.0], 'community': ['community', 1.0], 'brother': ['brother', 1.0], 'street': ['random-access_memory', 0.09], 'state': ['state', 1.0], 'respect': ['incident', 0.11], 'appeal': ['incite', 0.25], 'right': ['right', 1.0], 'protest': ['protest', 1.0], 'allegation': ['statement', 0.2], 'parliament': ['parliament', 1.0], 'march': ['yesterday', 0.11]}"
